"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"966","@boorn_david @YouKandyCom good morning Dave! Thank you for the vote hun! Enjoy your day! Kisses xxx",0,FALSE,FALSE,"806439453610962944","boorn_david","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 10:05:23 +0000 2016","806375635522322432","2839327919","en",112,FALSE,"España","944949480","Naughty British hotwife in Spain. Filming outdoor nudity, public flashing & masturbation for my official site http://nataliek.xxx/r/uUk24uDW #NatalieK #TGOT18",TRUE,"Tue Nov 13 01:29:50 +0000 2012",18372,13936,27935,FALSE,"http://www.adultwork.com/ViewProfile.asp?UserID=265076","Natalie K","Madrid","en",3600,1342,"TheNatalieK","ES","Spain","city","Jerez de la Frontera, Spain",NA,NA,36.6906905,-5.880624,NA,NA,NA,NA
"1013","@supermyku @YouKandyCom good morning Achim &amp; thank you for today's vote hun! Gratefully appreciate it! Kisses xxx",0,FALSE,FALSE,"806439595256795136","supermyku","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 10:05:57 +0000 2016","806363747954593792","759793381551681536","en",112,FALSE,"España","944949480","Naughty British hotwife in Spain. Filming outdoor nudity, public flashing & masturbation for my official site http://nataliek.xxx/r/uUk24uDW #NatalieK #TGOT18",TRUE,"Tue Nov 13 01:29:50 +0000 2012",18373,13936,27935,FALSE,"http://www.adultwork.com/ViewProfile.asp?UserID=265076","Natalie K","Madrid","en",3600,1342,"TheNatalieK","ES","Spain","city","Jerez de la Frontera, Spain",NA,NA,36.6906905,-5.880624,NA,NA,NA,NA
"1017","Good morning <U+2744><U+FE0F><U+2744><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+00A5> @ Capitol Hill https://t.co/QLvGsLTsUN",0,FALSE,FALSE,"806439604354252800",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 10:05:59 +0000 2016",NA,NA,"en",34,FALSE,"Lotusland","90138438","Sometimes photographer, animal lover, fake coffee snob, frivolously impossible irresponsible spender. I drink a lot of beer & always eat all the <U+24DC>acarons.",TRUE,"Sun Nov 15 10:32:09 +0000 2009",4664,402,684,FALSE,"http://lotuslandphotography.tumblr.com/","<U+24E5>on <U+24DC>acaron","Pacific Time (US & Canada)","en",-28800,453,"vonMeow","CA","Canada","city","Burnaby, British Columbia",NA,NA,49.2396535,-122.958344,49.28061274,-122.98867239,"https://youtu.be/FfVIMfSGBhw","https://t.co/QLvGsLTsUN"
"1028","Good morning,thank You very much,I like to much,the photo of my favorite singer,Happy day hugs .<ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BD><ed><U+00B5><U+0099><ed><U+00A0><U+00BD><ed><U+00B1><U+00A9> https://t.co/9ROb85I2zV",0,FALSE,FALSE,"806439611631370240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:06:00 +0000 2016",NA,NA,"en",174,FALSE,"Molina de Segura,Murcia,España","3420920555","Ama de casa  y  administrativa de una empresa de transportes ,simpática  y me encanta tener amigos,se mucho de música y me encanta, Pitbull ,y muchos más.",TRUE,"Thu Aug 13 20:50:03 +0000 2015",62081,1077,255831,FALSE,NA,"Luna",NA,"es",NA,263,"lunasangrienta1","ES","España","city","Molina de Segura, España",NA,NA,38.1365165,-1.2024435,NA,NA,"https://twitter.com/CRChiropractic/status/806439689523777536#labnol","https://t.co/9ROb85I2zV"
"1087","@Superturbi @YouKandyCom good morning Barbara! Kisses to you &amp; thank you for today's vote hun! Have a very horny day! Kisses xxx",0,FALSE,FALSE,"806439740887203841","Superturbi","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 10:06:31 +0000 2016","806346187834068992","4361417477","en",112,FALSE,"España","944949480","Naughty British hotwife in Spain. Filming outdoor nudity, public flashing & masturbation for my official site http://nataliek.xxx/r/uUk24uDW #NatalieK #TGOT18",TRUE,"Tue Nov 13 01:29:50 +0000 2012",18374,13936,27936,FALSE,"http://www.adultwork.com/ViewProfile.asp?UserID=265076","Natalie K","Madrid","en",3600,1342,"TheNatalieK","ES","Spain","city","Jerez de la Frontera, Spain",NA,NA,36.6906905,-5.880624,NA,NA,NA,NA
"1115","Good morning @O2 just a quick question, is it today the winners of the #RogueOne early ticket competition get chosen?",0,FALSE,FALSE,"806439802329530368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 10:06:46 +0000 2016",NA,NA,"en",3,FALSE,"Earth-616","2749460644","Welcome to The House of Rhylox! MARVEL Fanboy, STAR WARS Nut, GAMER Geek, COMIC-BOOK Nerd.           I am the page Admin for DB Craft Creations @davidbodsworth",TRUE,"Thu Aug 21 19:57:45 +0000 2014",784,229,659,FALSE,NA,"Adam.",NA,"en-gb",NA,394,"Rhylox","GB","United Kingdom","city","Fakenham, England",NA,NA,52.833566,0.859003,NA,NA,NA,NA
"1222","@teddywilliam22 @YouKandyCom good morning William, hope you're having a fantastic morning! Thank you for the vote sexy, good day to you xxx",0,FALSE,FALSE,"806440072480518144","teddywilliam22","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 10:07:50 +0000 2016","806330234215743488","798980292807655424","en",112,FALSE,"España","944949480","Naughty British hotwife in Spain. Filming outdoor nudity, public flashing & masturbation for my official site http://nataliek.xxx/r/uUk24uDW #NatalieK #TGOT18",TRUE,"Tue Nov 13 01:29:50 +0000 2012",18376,13936,27938,FALSE,"http://www.adultwork.com/ViewProfile.asp?UserID=265076","Natalie K","Madrid","en",3600,1342,"TheNatalieK","ES","Spain","city","Jerez de la Frontera, Spain",NA,NA,36.6906905,-5.880624,NA,NA,NA,NA
"1261","Good morning<U+2615><U+FE0F>",0,FALSE,FALSE,"806440422662897665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 10:09:14 +0000 2016",NA,NA,"en",14,FALSE,NA,"300923469","<U+2651><U+FE0F> | Living & learning.",TRUE,"Wed May 18 15:43:56 +0000 2011",182769,10383,5175,FALSE,NA,"<U+062F>","Kuwait","en",10800,578,"three7x_","FR","France","city","Paris, France",NA,NA,48.8588335,2.347003,NA,NA,NA,NA
"1275","@Fox35Danielle  Good Morning Good Looking You look Very Pretty in your Green Dress You &amp; @KristinGiannas has the same Dress LOVE it. @LARZIK",0,FALSE,FALSE,"806440461590286336","Fox35Danielle","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 10:09:23 +0000 2016",NA,"25900803","en",25,FALSE,"orlando, fl.","33469319","i was marred to the most beautiful lady i every set my eye's on. we were happy for 35 years, until god took her away from me my heart Still's Cry's.",TRUE,"Mon Apr 20 09:30:56 +0000 2009",33512,813,24348,FALSE,NA,"GARY LARZIK","Eastern Time (US & Canada)","en",-18000,2019,"LARZIK","US","United States","city","Sky Lake, FL",NA,NA,28.4615235,-81.3925335,NA,NA,NA,NA
"1313","@gigasss1 Good morning :)",0,FALSE,FALSE,"806440545430056960","gigasss1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:09:43 +0000 2016","806423581479550980","1405465332","en",39,FALSE,"Planet“ MotoGP ”","295645957","Living is not breathing but doing. Anyway, everyday is a new day :)",TRUE,"Mon May 09 12:28:26 +0000 2011",49893,1551,47710,FALSE,NA,"Alesha","Tokyo","ja",32400,1462,"Opapa69","JP","<U+65E5><U+672C>","city","<U+6771><U+4EAC> <U+5343><U+4EE3><U+7530><U+533A>",NA,NA,35.6868845,139.7563645,NA,NA,NA,NA
"1403","@gogglebox0 Good Morning lovely xxxx",0,FALSE,FALSE,"806440747142672384","gogglebox0","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:10:31 +0000 2016","806435170790346752","3315137943","en",17,FALSE,"United Kingdom","581001123","Chelsea fc lover!.N ' ex- coach!",TRUE,"Tue May 15 14:04:55 +0000 2012",8970,537,46099,FALSE,NA,"john (Wink)","London","en",0,860,"johnwat97288914","GB","United Kingdom","admin","South West, England",NA,NA,50.997507,-3.927119,NA,NA,NA,NA
"1411","Good morning,I like to much,the song and vídeo of my singer and the photo is very nice,thank You very much,hugs my… https://t.co/DkUSmDgrAB",0,FALSE,TRUE,"806440759251570688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:10:34 +0000 2016",NA,NA,"en",174,FALSE,"Molina de Segura,Murcia,España","3420920555","Ama de casa  y  administrativa de una empresa de transportes ,simpática  y me encanta tener amigos,se mucho de música y me encanta, Pitbull ,y muchos más.",TRUE,"Thu Aug 13 20:50:03 +0000 2015",62088,1077,255856,FALSE,NA,"Luna",NA,"es",NA,263,"lunasangrienta1","ES","España","city","Molina de Segura, España",NA,NA,38.1365165,-1.2024435,NA,NA,"https://soundcloud.com/pharaoh808/flip-drop","https://t.co/DkUSmDgrAB"
"1449","@SamTWaiters good morning<ed><U+00A0><U+00BD><ed><U+00B2><U+0096>",0,FALSE,FALSE,"806440845293604866","SamTWaiters","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 10:10:55 +0000 2016",NA,"446375019","en",5,FALSE,"Newcastle Upon Tyne","2777104253","Rich or poor, life will be hard. Never give up and make sure you always raise morale.                                Member of the Hula Squad<U+2764><U+FE0F>",TRUE,"Fri Sep 19 21:34:19 +0000 2014",7518,1411,422,FALSE,NA,"MET THEM<U+2764><U+FE0F>",NA,"en",NA,3147,"keighleighTW96","GB","United Kingdom","city","Blyth, England",NA,NA,55.119606,-1.5278165,NA,NA,NA,NA
"1454","@gangsta_cat1 @YouKandyCom good morning gangsta, kisses to you hun! As always, I appreciate your time &amp; vote so very much! Kisses xxx",0,FALSE,FALSE,"806440851647959040","gangsta_cat1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 10:10:56 +0000 2016","806278768054697985","1318443114","en",112,FALSE,"España","944949480","Naughty British hotwife in Spain. Filming outdoor nudity, public flashing & masturbation for my official site http://nataliek.xxx/r/uUk24uDW #NatalieK #TGOT18",TRUE,"Tue Nov 13 01:29:50 +0000 2012",18382,13936,27944,FALSE,"http://www.adultwork.com/ViewProfile.asp?UserID=265076","Natalie K","Madrid","en",3600,1342,"TheNatalieK","ES","Spain","city","Jerez de la Frontera, Spain",NA,NA,36.6906905,-5.880624,NA,NA,NA,NA
"1462","@stevetoddwqic @zohn88 @LorenJCook @AntoineVanner @roadbiker29 Good Morning Steve!",0,FALSE,FALSE,"806440873542164480","stevetoddwqic","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 10:11:01 +0000 2016","806440696769081344","380486541","en",159,FALSE,"Philadelphia, PA","2507679270","Everything Philly!! PHILLIES,FLYERS and EAGLES way!    http://favstar.fm/users/RevRodFitz1954    .",TRUE,"Mon May 19 15:18:41 +0000 2014",44113,4647,95194,FALSE,NA,"Captain Blood","America/New_York","en",-18000,4097,"RevRodFitz1954","US","United States","admin","Pennsylvania, USA",NA,NA,41.1179365,-77.604684,NA,NA,NA,NA
"1517","@lee_ecclestone @YouKandyCom good morning sexy Lee! Hope you're having a sexy day! Kisses to you for the daily vote hun! Thank you xxx",0,FALSE,FALSE,"806440978408161280","lee_ecclestone","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 10:11:26 +0000 2016","806439596296966148","2992681199","en",112,FALSE,"España","944949480","Naughty British hotwife in Spain. Filming outdoor nudity, public flashing & masturbation for my official site http://nataliek.xxx/r/uUk24uDW #NatalieK #TGOT18",TRUE,"Tue Nov 13 01:29:50 +0000 2012",18383,13936,27945,FALSE,"http://www.adultwork.com/ViewProfile.asp?UserID=265076","Natalie K","Madrid","en",3600,1342,"TheNatalieK","ES","Spain","city","Jerez de la Frontera, Spain",NA,NA,36.6906905,-5.880624,NA,NA,NA,NA
"1532","@loredana_cal ,Good morning ,Loredana,hugs.",0,FALSE,FALSE,"806441002206695424","loredana_cal","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:11:32 +0000 2016","806438282179514369","3417196835","en",174,FALSE,"Molina de Segura,Murcia,España","3420920555","Ama de casa  y  administrativa de una empresa de transportes ,simpática  y me encanta tener amigos,se mucho de música y me encanta, Pitbull ,y muchos más.",TRUE,"Thu Aug 13 20:50:03 +0000 2015",62095,1077,255863,FALSE,NA,"Luna",NA,"es",NA,263,"lunasangrienta1","ES","España","city","Molina de Segura, España",NA,NA,38.1365165,-1.2024435,NA,NA,NA,NA
"1583","Good morning #PortofSpain! Sun will rise in 30 minutes (local time 06:12) #Sunrise #Photo #Photography [07.12.2016]",0,FALSE,FALSE,"806441127947673600",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Wed Dec 07 10:12:02 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",287767,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","TT","Trinidad and Tobago","country","Trinidad and Tobago",NA,NA,10.700476,-61.211783,10.65,-61.51667,NA,NA
"1594","Good morning beautiful #animals wishing you a life full of #freedom #love #respect #safety and #peace #worldwide https://t.co/N1kleddwgU",0,FALSE,FALSE,"806441159560151040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 10:12:10 +0000 2016",NA,NA,"en",515,FALSE,"Zona Hotelera, Benito Juárez","2878701780","a true believer of love....a true believer that animals deserve peace...that all children/people deserve food and water no excuses for the pain we cause!",TRUE,"Sun Oct 26 21:29:15 +0000 2014",78848,43228,32441,FALSE,NA,"Gallina Fiedler",NA,"en",NA,42747,"gallina_fiedler","MX","Mexico","city","Benito Juárez, Quintana Roo",NA,NA,21.048719,-87.0316645,NA,NA,NA,NA
"1597","@FrankFerragine Good morning Frank :) More dumping of the white stuff up here this morning :) https://t.co/M9ssMB1e9L",0,FALSE,FALSE,"806441159660806145","FrankFerragine","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:12:10 +0000 2016","806440477750951937","23591362","en",19,FALSE,"Cochrane","43901213","I run a homeless shelter for men in Cochrane Ont. As a hobby I do railroad themed photography which is featured on http://onrgallery.com. Also a big BT fan :)",TRUE,"Mon Jun 01 15:16:28 +0000 2009",7552,298,3768,FALSE,"http://www.onrgallery.com","Mike (Mikey) Robin","Quito","en",-18000,296,"onrgallery","CA","Canada","city","Cochrane, Ontario",NA,NA,49.1453315,-81.0739215,NA,NA,NA,NA
"1616","@LegalBusinessUK Good morning!",0,FALSE,FALSE,"806441217613500416","LegalBusinessUK","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Dec 07 10:12:23 +0000 2016","806436029737684992","397164282","en",621,FALSE,"London, England","61017613","Managing IP provides news, data, analysis and opinion (but not legal advice) on intellectual property. All links are open access unless otherwise stated",TRUE,"Tue Jul 28 21:00:03 +0000 2009",17038,20136,2504,FALSE,"http://www.managingip.com","Managing IP","London","en",0,3825,"ManagingIP","GB","United Kingdom","city","City of London, London",NA,NA,51.5144805,-0.0929105,NA,NA,NA,NA
"1643","@thecreativegeek Good morning 
And good luck <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>",0,FALSE,FALSE,"806441279974502402","thecreativegeek","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 10:12:38 +0000 2016","806430483169116161","15025529","en",54,FALSE,"wales","1032248082","Fiftysomething, scientist(ish) who likes food,travelling, shoes and pretty things!",TRUE,"Mon Dec 24 08:54:24 +0000 2012",25150,1186,74042,FALSE,NA,"Kay Morgan",NA,"en",NA,1137,"KayMoggie","GB","United Kingdom","city","Abergavenny, Wales",NA,NA,51.825327,-3.023614,NA,NA,NA,NA
"1644","Good morning !",0,FALSE,FALSE,"806441282012901376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:12:39 +0000 2016",NA,NA,"en",2,FALSE,NA,"2998701699","wpp : 968525542

snap : kylver7",TRUE,"Sun Jan 25 22:16:02 +0000 2015",3585,479,5073,FALSE,NA,"#ACABOUOAMOR <U+274C>",NA,"pt",NA,366,"KylverAlexandre","BR","Brasil","city","Rio de Janeiro, Brasil",NA,NA,-22.9114215,-43.441578,NA,NA,NA,NA
"1677","@Tanya_Kim Good morning Tk :) Have a terrific day :)",0,FALSE,FALSE,"806441346018004992","Tanya_Kim","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:12:54 +0000 2016",NA,"182861300","en",19,FALSE,"Cochrane","43901213","I run a homeless shelter for men in Cochrane Ont. As a hobby I do railroad themed photography which is featured on http://onrgallery.com. Also a big BT fan :)",TRUE,"Mon Jun 01 15:16:28 +0000 2009",7553,298,3768,FALSE,"http://www.onrgallery.com","Mike (Mikey) Robin","Quito","en",-18000,296,"onrgallery","CA","Canada","city","Cochrane, Ontario",NA,NA,49.1453315,-81.0739215,NA,NA,NA,NA
"1791","@WinstonSih Good morning Winston :) Have a great day :)",0,FALSE,FALSE,"806441462200156160","WinstonSih","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:13:22 +0000 2016",NA,"15969507","en",19,FALSE,"Cochrane","43901213","I run a homeless shelter for men in Cochrane Ont. As a hobby I do railroad themed photography which is featured on http://onrgallery.com. Also a big BT fan :)",TRUE,"Mon Jun 01 15:16:28 +0000 2009",7554,298,3768,FALSE,"http://www.onrgallery.com","Mike (Mikey) Robin","Quito","en",-18000,296,"onrgallery","CA","Canada","city","Cochrane, Ontario",NA,NA,49.1453315,-81.0739215,NA,NA,NA,NA
"1799","Good Morning! <ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BB><U+2600><U+FE0F><U+FE0F>
The sun <U+2600><U+FE0F><U+FE0F> is shining and the wind <ed><U+00A0><U+00BD><ed><U+00B2><U+00A8> is strong.
Best conditions to go… https://t.co/bCSFXrMIW0",0,FALSE,FALSE,"806441489609986048",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Wed Dec 07 10:13:28 +0000 2016",NA,NA,"en",40,FALSE,"Hannover, Niedersachsen","571098785","Reiseblog für Luxus- und Lifestylereisen // Travel Blog for Luxury and Lifestyle travel // By: Camillo Pfeil & Timo Weuter",TRUE,"Fri May 04 19:45:03 +0000 2012",1372,5722,1029,FALSE,"http://WORLDTRAVLR.NET","WORLDTRAVLR","Belgrade","de",3600,660,"worldtravlr_net","CV","Kap Verde","country","Kap Verde",NA,NA,16.0039625,-24.008996,16.59526497,-22.92350228,"https://www.youtube.com/watch?v=bpLvFRDOE6Y","https://t.co/bCSFXrMIW0"
"1803","Good morning! We're in for a roller coaster weather situation the rest of the week.. pack an umbrella and possibly an ice scraper!",0,FALSE,FALSE,"806441492491489280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Dec 07 10:13:29 +0000 2016",NA,NA,"en",40,TRUE,"Columbus, OH","594041947","Anchor, Reporter, Host | Wife | <ed><U+00A0><U+00BD><ed><U+00B0><U+00B6><ed><U+00A0><U+00BD><ed><U+00B0><U+00B0> | Optimist | Philly proud & Temple tough | PA-VA-WV-OH | PB connoisseur | Tweets are my own & retweets <U+2260> endorsements.",TRUE,"Tue May 29 21:09:39 +0000 2012",4878,3303,1393,FALSE,"http://www.facebook.com/browse/admined_pages/?id=100003796460576#!/HattieCheekTV3","Hattie Hawks","Atlantic Time (Canada)","en",-14400,500,"HattieHawksNBC4","US","United States","city","Columbus, OH",NA,NA,39.9946835,-82.985772,NA,NA,NA,NA
"1861","@citytammie Good morning Tammie :) Have a great day :)",0,FALSE,FALSE,"806441596627587072","citytammie","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Dec 07 10:13:54 +0000 2016",NA,"98223561","en",19,FALSE,"Cochrane","43901213","I run a homeless shelter for men in Cochrane Ont. As a hobby I do railroad themed photography which is featured on http://onrgallery.com. Also a big BT fan :)",TRUE,"Mon Jun 01 15:16:28 +0000 2009",7555,298,3768,FALSE,"http://www.onrgallery.com","Mike (Mikey) Robin","Quito","en",-18000,296,"onrgallery","CA","Canada","city","Cochrane, Ontario",NA,NA,49.1453315,-81.0739215,NA,NA,NA,NA
